title,company,location,locationType,type,salary,startDate,description,hiringCriteria,url
Research & Development Intern - QA Engineering (Start ASAP),Rapsodo,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Rapsodo seeks a QA Engineer Intern to support product validation through testing, data analysis, and cross-team collaboration in a sports technology environment. Your Role Here’s what you will be doing: Plan and perform comprehensive validation tests on new and existing products. Set up, operate, and optimize lab equipment, test rigs, and automation tools to deliver accurate results on schedule. Record and interpret performance data to identify trends, anomalies, and improvement opportunities. Produce clear, actionable reports and collaborate with engineers to solve complex problems and ensure product quality. Continuously refine and document test procedures, including developing automated testing workflows and advanced data visualization. Work closely with product designers, engineers, and project managers throughout the development cycle. Contribute QA expertise to design reviews, risk assessments, and sprint planning to accelerate product launches. Support the full New Product Introduction (NPI) process by testing prototypes and verifying design updates. Coordinate logistics for test materials, prototypes, fixtures, and tools, tracking inventory and maintenance schedules. About You What you'll need: Must be a Singapore Citizen or Permanent Resident and undertaking a credit-bearing internship from a local university. Currently a full-time student pursuing a Bachelor’s degree in Engineering, Electronics, or a related field. Able to commit to a full 6-month internship, 5 days a week. Experience in QA, test engineering, NPI, engineering support, and/or product validation is preferred. Proficiency with test instrumentation, data acquisition, and analysis tools such as Python, Notebook, Excel, lab equipment, and automation software. Practical experience with mechanical, electrical, and electronic systems in laboratory, manufacturing, or R&D environments. Excellent communication and teamwork skills to thrive in a fast-paced, collaborative environment. Bonus: Experience with automated test frameworks and a passion for sports technology or tech innovation. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/rapsodo/jobs-internships/research-development-intern-qa-engineering
Equipment Engineering - University Intern (Jun 2026),GlobalFoundries Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jun 2026 - 30 Jun 2026,"Join GlobalFoundries as a University Intern in Equipment Engineering to reduce defects in etch chambers and gain hands-on semiconductor manufacturing experience. Your Role Here’s what you will be doing: Perform daily monitoring of defect trends using Statistical Process Control (SPC) charts to detect “out-of-control” signals. Use Atlas for particle map analysis. Create and update Defect Pareto charts to rank the most frequent defect types. Help the team focus on the “vital few” issues. Use software tools such as JMP and Klarity to correlate defect locations on wafer maps with electrical failures found during wafer-sort testing. Perform all activities in a safe and responsible manner, supporting Environmental, Health, Safety & Security requirements and programs. About You The company is looking for: Students actively pursuing a Bachelor’s Degree in Engineering, Mechanical Engineering, Electrical and Electronics Engineering, Material Engineering, or related fields through an accredited degree program during the internship period. Preferred specialization in Manufacturing or Semiconductor-related fields and project management skills. Availability for a 20-24 week credit-bearing internship starting June 2026 onwards. Training & Development One-on-one mentorship and professional development opportunities. Experience in plasma physics, high-volume semiconductor manufacturing, plasma-surface interactions, and etching processes such as Reactive Ion Etching (RIE). Training in Statistical Process Control (SPC) and Design of Experiments (DOE) for data-driven decision-making. Practical familiarity with vacuum systems, gas delivery mechanisms, and equipment maintenance. Networking opportunities with executives. Career Progression Internship serves as a talent pipeline for GlobalFoundries, equipping students with skills for a career in the semiconductor industry. Build confidence in navigating high-stakes environments with significant financial implications. How to Apply Indicate your internship period clearly in your CV, resume, or cover letter when applying. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/globalfoundries-singapore/jobs-internships/equipment-engineering-university-intern
Industrial Engineering (Layout) University Intern (Jan 2026),GlobalFoundries Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jan 2026 - 31 Jan 2026,"Join GlobalFoundries as an Industrial Engineering Intern to support semiconductor cleanroom layout optimization and capacity transformation. Your Role Key responsibilities include: Drive layout optimization within Industrial Engineering to support capacity transformation and operational re-profiling. Provide semiconductor cleanroom layout support. Maintain and update the cleanroom layout using AutoCAD software. Optimize the main fab and subfab layout. Execute tools movement across fabs for space optimization. Perform all activities safely and responsibly, supporting Environmental, Health, Safety & Security requirements and programs. About You The company is looking for: Students actively pursuing a Bachelor’s Degree in Industrial Engineering, Mechanical Engineering, Civil Engineering, or a related field through an accredited degree program during the internship period. Availability for a 20 to 24-week credit-bearing internship starting January 2026. Clear indication of internship period in CV/Resume/Cover Letter Compensation & Benefits Employee Stock Purchase Plan (including 20% match and 50 seed shares for first-time participants, non-executive). Annual leave, medical leave, hospitalization leave, compassionate leave, marriage leave, maternity leave, paternity leave, adoption leave, childcare/infant care leave. Insurance coverage. Baby gift, get well hamper, condolences, recognition award, long service award, patent awards. In-house cafeteria and mini mart (Woodlands campus only). Staff discounts in participating outlets. Company transport. Recreational and sports activities. Health & wellness programs including an in-house clinic and medical services, a panel of doctors in Singapore and Malaysia, an in-house gymnasium, and a weight management program. Training & Development Interns receive one-on-one mentorship, work assignments prioritizing growth and potential, professional development opportunities, and networking with executives. How to Apply Applicants must clearly indicate their internship period in their CV, resume, or cover letter when applying for the 20 to 24 week credit-bearing internship starting January 2026. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/globalfoundries-singapore/jobs-internships/industrial-engineering-layout-university-intern
Pharmaceutical Technology Project and Portfolio Management Internship (Jul 2026),GSK Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jul 2026 - 31 Jul 2026,"Join GSK’s Pharmaceutical Technology Project and Portfolio Management Internship in Singapore to assist with technology projects and innovation portfolio management from July to December 2026. Your Role Key responsibilities include: Assist CMC Science & Technology leads with planning, scheduling, and dashboarding for technology projects in PIPS and BioPIPS pre-competitive consortia Track project progress and identify potential risks and issues Prepare reports and presentations on project status and performance Conduct data analysis and research to support project decision-making Manage project documentation and maintain project files Assist with development and implementation of project management tools and processes (PowerBI, Aha!) Deliver promotional videos targeted at Science and Technology communities Participate in portfolio management meetings and contribute to portfolio analysis Collaborate with stakeholders and subject matter experts locally and globally About You What you'll need: Undergraduate enrolled full-time at a Singapore university, pursuing a Bachelor’s Degree preferably in Life Sciences, Chemistry, Engineering, Computer Science, or related Business field Written and spoken fluency in English Excellent communication and interpersonal skills Ability to work independently and as part of a team Proficient in Microsoft Office Suite and other relevant software Passion for technology and eagerness to learn Compensation & Benefits Transport to and from site to MRT stations in centralized locations across Singapore Training & Development Opportunity to learn about innovation and project management frameworks Exposure to various technology tools and platforms used in project management Chance to develop interpersonal, communication, and negotiation skills Work with a diversified team of professionals and experience GSK culture How to Apply Submit your application promptly as applications are reviewed on a rolling basis and the vacancy will close once enough applications are received. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/gsk-singapore/jobs-internships/pharmaceutical-technology-project-and-portfolio-management-internship-0
"Machine Learning & Generative AI, Asia Media Development Intern (Start ASAP)",Seagate Technology Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Join Seagate’s Asia Media Development team to develop AI-powered user interfaces enhancing media qualification and manufacturing processes. Your Role Here’s what you will be doing: Develop and prototype natural language interfaces for querying and interpreting structured data such as production metrics, test results, and equipment logs. Build user-facing components to interact with Generative AI models (e.g., OpenAI, FastAI) focusing on responsive and intuitive UI design. Collaborate with media development engineers and the Global Factory Information Technologies (GFIT) team to design, prototype, and deploy GenAI tools. Work closely with various engineering groups to develop, validate, and implement AI agents and tools to improve productivity, analysis automation, and development efficiency. Engage with engineers and IT specialists to understand domain-specific workflows and data relationships. Support testing and iteration cycles based on user feedback and performance evaluation. About You The company is looking for candidates who are passionate about AI and eager to explore Generative AI in industrial settings, with: Currently pursuing a Bachelor’s or Master’s Degree in Computer Science, Data Science, Software Engineering, or Basic Engineering Science (Physics, Electrical, Mechanical, Material Science, Chemistry). Strong Python programming skills and familiarity with Generative AI frameworks such as OpenAI API and FastAI. Knowledge of machine learning, deep learning, and natural language processing. Strong communication and problem-solving skills, able to thrive in a collaborative, cross-disciplinary team. Curious, inventive, and eager to learn. Comfortable working independently and collaboratively in a fast-paced environment. Compensation & Benefits On-site canteen and coffee shop offering breakfast, lunch, dinner, and snacks. Facilities include an in-house gym and dance studio. After-work badminton and table tennis competitions. On-site celebrations and community volunteer opportunities. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/seagate-technology-singapore/jobs-internships/machine-learning-generative-ai-asia-media-development-intern
Equipment Engineering - University Intern (Jun 2026),GlobalFoundries Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jun 2026 - 30 Jun 2026,"Join GlobalFoundries as a University Intern in Equipment Engineering to reduce defects in etch chambers and gain hands-on semiconductor manufacturing experience. Your Role Here’s what you will be doing: Perform daily monitoring of defect trends using Statistical Process Control (SPC) charts to detect “out-of-control” signals. Use Atlas for particle map analysis. Create and update Defect Pareto charts to rank the most frequent defect types. Help the team focus on the “vital few” issues. Use software tools such as JMP and Klarity to correlate defect locations on wafer maps with electrical failures found during wafer-sort testing. Perform all activities in a safe and responsible manner, supporting Environmental, Health, Safety & Security requirements and programs. About You The company is looking for: Students actively pursuing a Bachelor’s Degree in Engineering, Mechanical Engineering, Electrical and Electronics Engineering, Material Engineering, or related fields through an accredited degree program during the internship period. Preferred specialization in Manufacturing or Semiconductor-related fields and project management skills. Availability for a 20-24 week credit-bearing internship starting June 2026 onwards. Training & Development One-on-one mentorship and professional development opportunities. Experience in plasma physics, high-volume semiconductor manufacturing, plasma-surface interactions, and etching processes such as Reactive Ion Etching (RIE). Training in Statistical Process Control (SPC) and Design of Experiments (DOE) for data-driven decision-making. Practical familiarity with vacuum systems, gas delivery mechanisms, and equipment maintenance. Networking opportunities with executives. Career Progression Internship serves as a talent pipeline for GlobalFoundries, equipping students with skills for a career in the semiconductor industry. Build confidence in navigating high-stakes environments with significant financial implications. How to Apply Indicate your internship period clearly in your CV, resume, or cover letter when applying. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/globalfoundries-singapore/jobs-internships/equipment-engineering-university-intern
Electrical Internship (Start ASAP),AECOM Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Assist design engineers in electrical engineering design and calculations for LV power distribution and related systems using BIM at AECOM. Your Role Key responsibilities include: Assist design engineers in electrical engineering services design and calculations for LV power distribution, lightning protection, lighting systems, and electrical earthing systems for building and infrastructure projects such as railway stations and depots. Carry out design work within Building Information Management (BIM) systems; design and BIM training will be provided. About You The company is looking for candidates who meet the following qualifications: Currently pursuing a Bachelor’s Degree in Electrical Engineering. Coursework and practical exposure to electrical engineering technical areas. Strong writing skills. Experience with CAD or Revit is a plus. Capable of using spreadsheets, word processing, and standard office software. Compensation & Benefits Medical, dental, and vision insurance. Life, AD&D, and disability benefits. Paid time off and leaves of absence. Voluntary benefits and perks. Flexible work options. Well-being resources and employee assistance program. Business travel insurance. Service recognition awards. Retirement savings plan and employee stock purchase plan. Training & Development Access to award-winning training and development programs designed to expand technical expertise and leadership skills, with support for career growth within a global team. Career Progression Opportunity to work on groundbreaking projects locally and globally, with resources and expert networks to support career ambitions and growth in the engineering field. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/aecom-singapore/jobs-internships/electrical-internship
Engineering Intern - Traffic  (Start ASAP),Johnson Controls Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Engineering Intern responsible for process improvement, automation, and supporting installation and monitoring activities in street lighting systems. Your Role Here’s what you will be doing: Evaluate current processes and provide improvement solutions to increase labor and operational efficiency. Coordinate with team members to ensure standardized processes and monitoring. Learn and explore new ideas to reduce labor intensity. Gain exposure to Street Lighting Remote Control monitoring system. Develop simple scripts or programs (e.g., Python) to automate repetitive tasks or analyze operational data. Assist in creating dashboards or reports for process monitoring and performance tracking. Work on small coding projects to integrate data from different sources for efficiency improvements. Assist on job measurement sheet submission to client after work service order completion. Support installation manager in submission of method statement and site survey report to client. Support installation and admin teams in workflow delivery and monitoring processes. Participate in traffic processes and system continuous improvement efforts for Singapore. Support RCMS software SLA/SLV upgrading process. Perform ACAD drafting in Single Line Diagrams. About You The company is looking for: Pursuing a relevant degree in electrical, mechanical, or mechatronics engineering. Able to commit to a full-time internship for 6 to 12 months preferred. Creative with a can-do attitude. Ability to analyze data in a clear, organized format and report key findings. Good balance of professional attitude while having fun. Strong desire to learn and a strong sense of ownership. Passionate, enthusiastic, and driven to regularly follow up on project progress. Basic programming knowledge (e.g., Python, C++, or similar) for data analysis, automation, or process improvement. Strong problem-solving skills and critical thinking when addressing technical challenges. Training & Development Opportunity to learn about Street Lighting Remote Control monitoring system. Chance to develop programming skills through scripting and coding projects. Exposure to process improvement and automation techniques. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/johnson-controls-singapore/jobs-internships/traffic-engineering-intern
Data Science Internship Program (Jan 2026),Louis Dreyfus Company Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jan 2026 - 31 Jan 2026,"Louis Dreyfus Company seeks a Data Science Intern to enhance AI models and support commodity trading through data analysis and technical development. Your Role Key responsibilities include: Improve existing production models and explore new AI approaches to enhance model reliability and resilience. Analyze tanker datasets to support supply & demand modeling and trading strategy development. Extract, transform, and load data from APIs, databases, and spreadsheets; clean and preprocess data to ensure quality. Develop, refactor, and maintain ETL pipelines for robust data flow and integration. Create scalable Python software solutions focusing on automation and workflow scheduling. Maintain high-quality standards through CI/CD practices, automated testing, and peer reviews. Collaborate with data scientists, trading teams, developers, and product managers to understand business needs and deliver solutions. Document methodologies and present findings clearly to stakeholders. About You What you'll need: Currently pursuing a Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, Mathematics, or related field. Proficiency in SQL for data querying and manipulation. Familiarity with AI agentic frameworks or willingness to learn. Understanding of Machine Learning techniques and Time Series analysis. Knowledge of data best practices and Microsoft Excel. Interest in ETL processes, data modeling, and warehousing. Good to have: experience with PowerBI and/or Dash. Excellent verbal and written communication skills, able to explain technical concepts to non-technical stakeholders. Ability to work independently and collaboratively in a team environment. Interest and knowledge in Data Science and research within the agricultural commodity sector is a plus. Compensation & Benefits Hybrid work arrangement (availability varies by role). Comprehensive insurance coverage and flexible benefits. Workplace culture embracing diversity and inclusivity. Regular team engagement events. Training & Development Access to training and development opportunities. Dynamic international environment to develop skills and expertise. Career Progression Outstanding career development opportunities within one of the largest and most solid private companies worldwide. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/louis-dreyfus-company-singapore/jobs-internships/data-science-internship-program
Consumer Insights (Consumer Science & Product Experience - R&D) Intern (Jun 2026),Haleon Singapore,Singapore,On-site,,,,"Internship opportunity supporting consumer research and innovation in a leading consumer healthcare R&D team at Haleon. Your Role Key responsibilities include: Supporting the Consumer Science and Product Experience team in consumer research, data analysis, and innovation workshops Landscaping consumer, competitor, and product trends to generate insights for Consumer Healthcare categories (Pain Management, Respiratory and Skin Health, Oral Health and Wellness) Conducting review and analysis of previous consumer studies to generate new insights and identify research opportunities Assisting in preparation, planning, conduct, data analysis, and documentation of consumer and sensory research studies Coordinating with internal functions and external agencies for consumer research study preparations and execution Assisting in preparation, planning, and facilitation of innovation workshops with internal and external partners About You The company is looking for: Students preferably studying Pharmacy, Food Science, Chemistry, Chemical Engineering, Life Sciences, or related disciplines (penultimate year preferred) Proficiency in IT and software/systems, ideally document management and database systems Strong written and oral communication skills Deadline-driven, flexible, self-reliant, and able to work independently Ability to work within culturally diverse teams Initiative-taking, problem-solving skills, and strong attention to detail Keen interest in consumer healthcare science, product development, and passion for knowledge Training & Development Gain a high-level overview of R&D and innovation processes and their role in the product lifecycle Understand the importance of consumer and sensory sciences in product development and market success Learn the relevance and application of fundamental science and technical knowledge to industry and product development Experience the fast-moving consumer healthcare industry and the role of R&D in business strategy and success How to Apply Submit your application promptly as positions are offered on a first come, first served basis. Shortlisted candidates will be contacted for an initial conversation about Haleon and the recruitment process. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics,https://sg.prosple.com/graduate-employers/haleon-singapore/jobs-internships/consumer-insights-consumer-science-product-experience-rd-intern-3
Machine Learning Intern (Jan 2026),Hewlett Packard Enterprise Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jan 2026 - 31 Jan 2026,"Join Hewlett Packard Enterprise as a Machine Learning Intern in Singapore, working onsite to design and implement ML models that solve complex business problems. Your Role Here’s what you will be doing: Design, develop, and implement machine learning models and algorithms to solve complex business problems. Collaborate with cross-functional teams, including data scientists, software engineers, and product managers, to integrate ML solutions into products. Preprocess and analyze large datasets to extract meaningful insights and prepare data for modelling. Optimize and fine-tune machine learning models to enhance performance, accuracy, and efficiency. Conduct experiments and evaluate various machine learning techniques to identify the best approaches for specific use cases. Develop and maintain scalable ML pipelines and infrastructure for deploying models in production environments. Stay updated with the latest advancements in machine learning, artificial intelligence, and related technologies. Write clear, maintainable code and create comprehensive documentation for ML models and processes. Monitor and troubleshoot deployed models, ensuring they perform as expected in real-world settings. Communicate findings, progress, and results to stakeholders through reports, presentations, and visualizations. About You The company is looking for: Enrolled in University. Able to commence in January 2026. Able to commit minimum 5 months. Knowledge about Machine Learning, Deep Learning, and Generative AI. Skills including accountability, action planning, active learning, active listening, bias awareness, business acumen, calendar management, coaching, computer literacy, creativity, critical thinking, design thinking, empathy, follow-through, group problem solving, growth mindset, intellectual curiosity, long term planning, managing ambiguity, office administration, policy and procedures, recordkeeping, risk assessment, and service and support planning. Compensation & Benefits Health & Wellbeing support for team members and their loved ones. Comprehensive benefits supporting physical, financial, and emotional wellbeing. Unconditional inclusion with flexibility to manage work and personal needs. Training & Development Career development programs tailored to help reach career goals. Opportunities to become a knowledge expert or apply skills to other divisions. Career Progression HPE fosters a culture that embraces growth and bold moves, supporting career stretching and development within the company. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/hewlett-packard-enterprise-singapore/jobs-internships/machine-learning-intern
Artificial Intelligence Engineer Intern (Start ASAP),AUMOVIO Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Join AUMOVIO Singapore as an AI Engineer Intern to develop efficient AI models for autonomous driving and interactive cockpit systems in resource-constrained environments. Your Role Here’s what you will be doing: Contribute to AI-powered autonomous driving, assisted parking, and advanced safety features such as emergency braking and fallback systems. Develop methods to deploy lightweight Small Language Models on edge devices for car cabin controls and automotive conversational assistants. Analyze the latest AI advancements from top-tier conferences, benchmark, adapt, and improve them for automotive use cases. Build, modify, or use existing AI models optimized for resource-constrained environments using cloud-based development pipelines and deploy them on embedded devices. Collaborate with AI experts in Computer Vision, Embedded AI, Generative AI, and NLP based in Singapore and globally. About You The company is looking for: Currently pursuing a bachelor’s or master’s degree in Computer Science, Artificial Intelligence / Machine Learning, Computer / Electrical Engineering, or a related field; coursework in AI, Deep Learning, or Computer Vision is highly recommended. Proficiency in Python and familiarity with deep learning frameworks such as PyTorch, TensorFlow, or scikit-learn. Hands-on experience with machine learning projects (personal, academic, or open-source). Good-to-have hardware experience compiling and deploying code onto hardware targets like SBCs (e.g., Raspberry Pi) or microcontrollers. Strong verbal and written communication skills with the ability to document findings and present results clearly. A collaborative mindset and openness to learning from experienced professionals in team-based projects. Genuine enthusiasm for AI and machine learning with a desire to stay updated on the latest advancements. Compensation & Benefits Work with a team of AI experts in Singapore and globally. Opportunity to contribute directly to actual automotive products. Hands-on experience with real-world AI deployment challenges combining theoretical research and practical implementation. Training & Development Gain hands-on experience in AI research, innovation, software development, and deployment in automotive applications. Stay at the cutting edge by analyzing and adapting the latest AI advancements from top-tier conferences. Career Progression Opportunity to take your career to the next level in the future of mobility with AUMOVIO. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/aumovio-singapore/jobs-internships/artificial-intelligence-engineer-intern
"Professional Services Intern, A2C(Associate to Consultant) (May 2026)",Amazon Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 May 2026 - 31 May 2026,"Join Amazon Web Services as a Professional Services Intern to gain hands-on cloud computing experience and contribute to diverse client projects. Your Role Here’s what you will be doing: Participate in AWS Professional Services Internship program from May to August 2026 Work on cloud computing projects supporting AWS customers ranging from startups to global brands Gain hands-on experience in cloud computing and develop business acumen Obtain AWS Cloud Practitioner certification opportunity Attend professional development events Specialize in one of the following areas: DevOps Specialist: Build scalable, economical systems using CI/CD pipelines and cloud computing Cloud Infrastructure Architect: Focus on cloud networking, infrastructure provisioning, and API development Application Developer: Design cloud-native applications across platforms including containers and serverless Security Consultant: Work with AWS security services to enable secure cloud environments About You The company is looking for candidates who meet the following qualifications: Enrolled in a Bachelor's degree or above, preferably in Computer Science, Computer Engineering, Data Science, Information Systems, or related STEM fields Available for a full-time 3-month internship during 2026 (May to August) Expected graduation between December 2026 and August 2027 Legal authorization to work in Singapore Excellent English written and verbal communication skills Knowledge of primary AWS services such as EC2, ELB, RDS, VPC, Route53, and S3 Experience with software development life cycle (SDLC) and agile/iterative methodologies Basic experience setting up cloud environments with AWS Familiarity with infrastructure as code, ops automation, and configuration management tools like Chef, Puppet, or Ansible Experience with networking fundamentals, security, databases (relational and/or NoSQL), and operating systems (Unix, Linux, and/or Windows) Training & Development Opportunity to obtain AWS Cloud Practitioner certification Access to professional development events Hands-on experience in cloud computing and business acumen development How to Apply Applicants must have legal work authorization for Singapore and be able to commit to the full internship duration. Candidates with disabilities requiring accommodations during the application or hiring process can seek support as outlined by Amazon’s accommodation policies. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/amazon-singapore/jobs-internships/professional-services-intern-a2cassociate-to-consultant
Sustainability Data Intern (Start ASAP),CapitaLand,Singapore,On-site,"Internship, Clerkship or Placement",,Start date ASAP,"Join CapitaLand Group to support global sustainability data collection, analysis, and reporting for one of Asia’s largest real estate groups. Your Role Here’s what you will be doing: Assist in gathering, organising, and analysing sustainability data from global properties, focusing on energy, waste, and carbon emissions KPIs. Work closely with operational teams at global properties to ensure timely and accurate sustainability data submission and provide support to improve reporting processes. Perform regular data quality checks to verify accuracy, completeness, and consistency; identify and resolve discrepancies with local teams. Assist in onboarding new properties to UL 360 and Greenview Portal platforms, guiding setup, data entry, and troubleshooting integration issues. Coordinate with the parent company to meet sustainability data and reporting requirements timely and accurate. Ensure timely data entry and updates in relevant tracking systems according to reporting schedules. Help create and maintain data dashboards and reports, providing real-time sustainability performance insights. Support the preparation of periodic sustainability reports and presentations summarising global progress, trends, and opportunities. Serve as a point of contact for property teams regarding sustainability data and platform support to ensure compliance. Research sustainability trends and best practices, recommending improvements for data collection and performance tracking. Assist with various sustainability initiatives and projects, providing data support and helping implement new programs or processes. About You The company is looking for: Currently pursuing a degree in Environmental Science, Sustainability, Data Science, Business, or a related field. Experience with UL 360 and Greenview Portal platforms or the ability to quickly learn new software tools is highly desirable. Excellent attention to detail and commitment to data accuracy and consistency. Strong written and verbal communication skills with the ability to collaborate across teams and present findings clearly. Ability to work independently and take initiative while effectively contributing to a global team. Familiarity with sustainability frameworks (e.g., GRI, SDGs) is a plus but not required. Interest in sustainability and environmental impact, with willingness to learn and contribute to global efforts. How to Apply Only shortlisted candidates will be notified. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/capitaland/jobs-internships/sustainability-data-intern-1
"Technology Consulting (Financial Services), Wealth & Asset Management Intern (Jul 2026)",EY Singapore,Singapore,On-site,"Internship, Clerkship or Placement",,Start date 1 Jul 2026 - 31 Jul 2026,"Support the design and implementation of IT and digital solutions in wealth and asset management within a global financial services team. Your Role Here’s what you will be doing: Support the design and implementation of information technology and digital solutions for clients in wealth and asset management. Assist in analysis, design, and development of technology solutions for financial institutions. Support implementation of software platforms including portfolio management, CRM, and deal workflow management systems. Collaborate with cross-functional teams to gather and document business requirements and translate them into technical specifications. Participate in testing and quality assurance activities to ensure successful delivery of technology solutions. Assist in preparation of project planning and documentation such as user manuals, training materials, and client presentations. Research emerging technologies and industry trends to provide insights and recommendations. About You The company is looking for: Strong interest in technology applications in financial services, especially wealth and asset management. Proficiency in programming languages such as Python, Java, or C# is a plus. Understanding or practical experience with semi-structured and unstructured data, databases, and SQL. Experience or passion for SDLC methodologies (agile/waterfall) and coding/scripting languages. Excellent problem-solving skills and ability to work independently and in teams. Strong communication and interpersonal skills to articulate technical concepts to non-technical stakeholders. Ability to manage multiple tasks and priorities in a fast-paced environment. Strong technical skills in assessment, design, implementation, architecture, and program/project delivery across delivery models (Waterfall, Agile, DevOps). Strong presentation skills and proficiency in PowerPoint, Word, and Excel. Good understanding of the financial services industry. How to Apply Upload your latest resume and academic transcripts with your online application. Applicants must be able to commit a minimum of 4 months full-time from July/August 2026. Inform the company as soon as possible about any disability-related adjustments or accommodations needed during the recruitment process. Only shortlisted candidates will be contacted due to high volume of applications. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/ey-singapore/jobs-internships/technology-consulting-financial-services-wealth-asset-management-intern-2
